Type,Name,Price,Image_url,Buy_url,Local_Path
"Mesa y 4 sillas, 140x85 cm",MÖRBYLÅNGA / TOBIAS,189,https://www.ikea.com/es/es/images/products/morbylanga-tobias-mesa-4-sillas-chapa-roble-tinte-marron-marron-rojizo-cromado__1143379_pe881482_s5.jpg?f=xxs,https://www.ikea.com/es/es/p/morbylanga-tobias-mesa-4-sillas-chapa-roble-tinte-marron-marron-rojizo-cromado-s09484946/,../data/img_ikea_Sillas/0059.jpg
Sillón,BILLHAMN,249,https://www.ikea.com/es/es/images/products/billhamn-sillon-beige-grisaceo__1151541_pe884926_s5.jpg?f=xxs,https://www.ikea.com/es/es/p/billhamn-sillon-beige-grisaceo-60511668/,../data/img_ikea_Sillas/0060.jpg
Sillón,POÄNG,30,https://www.ikea.com/es/es/images/products/poang-sillon-chapa-abedul-knisa-beige-claro__0571500_pe666933_s5.jpg?f=xxs,https://www.ikea.com/es/es/p/poang-sillon-chapa-abedul-knisa-beige-claro-s39240787/,../data/img_ikea_Sillas/0061.jpg
Sillón,POÄNG,49,https://www.ikea.com/es/es/images/products/poang-sillon-chapa-roble-tinte-blanco-knisa-beige-claro__0681526_pe720135_s5.jpg?f=xxs,https://www.ikea.com/es/es/p/poang-sillon-chapa-roble-tinte-blanco-knisa-beige-claro-s29286610/,../data/img_ikea_Sillas/0062.jpg
Sillón,PELLO,119,https://www.ikea.com/es/es/images/products/pello-sillon-holmby-natural__38296_pe130209_s5.jpg?f=xxs,https://www.ikea.com/es/es/p/pello-sillon-holmby-natural-50078464/,../data/img_ikea_Sillas/0063.jpg
"Mesa y 6 sillas, 220x100 cm",MÖRBYLÅNGA / GRÖNSTA,29,https://www.ikea.com/es/es/images/products/morbylanga-gronsta-mesa-6-sillas__1243748_pe920771_s5.jpg?f=xxs,https://www.ikea.com/es/es/p/morbylanga-gronsta-mesa-6-sillas-s09548887/,../data/img_ikea_Sillas/0064.jpg
Silla plegable,FRÖSVI,99,https://www.ikea.com/es/es/images/products/frosvi-silla-plegable-blanco-knisa-gris-claro__1284077_pe932748_s5.jpg?f=xxs,https://www.ikea.com/es/es/p/frosvi-silla-plegable-blanco-knisa-gris-claro-20534332/,../data/img_ikea_Sillas/0065.jpg
Sillón,VEDBO,129,https://www.ikea.com/es/es/images/products/vedbo-sillon-gunnared-verde-claro__0949818_pe800035_s5.jpg?f=xxs,https://www.ikea.com/es/es/p/vedbo-sillon-gunnared-verde-claro-40494250/,../data/img_ikea_Sillas/0066.jpg
"Taburete de exterior, 48x35x43 cm",STACKHOLMEN,139,https://www.ikea.com/es/es/images/products/stackholmen-taburete-exterior-tinte-marron-claro__0728393_pe736231_s5.jpg?f=xxs,https://www.ikea.com/es/es/p/stackholmen-taburete-exterior-tinte-marron-claro-20411425/,../data/img_ikea_Sillas/0067.jpg
Silla,GENESÖN,69,https://www.ikea.com/es/es/images/products/geneson-silla-metal-rojo__1185920_pe898617_s5.jpg?f=xxs,https://www.ikea.com/es/es/p/geneson-silla-metal-rojo-00565683/,../data/img_ikea_Sillas/0068.jpg
"Mesa y 4 sillas, 115/170 cm",SKANSNÄS / SKANSNÄS,89,https://www.ikea.com/es/es/images/products/skansnas-skansnas-mesa-4-sillas-marron-haya-marron-haya__1291659_pe934959_s5.jpg?f=xxs,https://www.ikea.com/es/es/p/skansnas-skansnas-mesa-4-sillas-marron-haya-marron-haya-s09561633/,../data/img_ikea_Sillas/0069.jpg
"Mesa y 4 sillas con reposabrazos, 145 cm",MÖRBYLÅNGA / MÅRENÄS,69,https://www.ikea.com/es/es/images/products/morbylanga-marenas-mesa-4-sillas-con-reposabrazos-chapa-roble-tinte-marron-negro-gunnared-beige__1198495_pe904102_s5.jpg?f=xxs,https://www.ikea.com/es/es/p/morbylanga-marenas-mesa-4-sillas-con-reposabrazos-chapa-roble-tinte-marron-negro-gunnared-beige-s29520095/,../data/img_ikea_Sillas/0070.jpg
